Date,Close
2009-01-07,409.64
2009-01-08,416.09
2009-01-09,405.93
2009-01-12,398.11
2009-01-13,403.18
2009-01-14,382.26
2009-01-15,379.13
2009-01-16,384.8
2009-01-19,382.46
2009-01-20,389.5
2009-01-21,379.9
2009-01-22,383.04
2009-01-23,381.29
2009-01-26,397.31
2009-01-27,397.9
2009-01-28,394.4
2009-01-29,390.28
2009-01-30,386.78
2009-02-02,379.13
2009-02-03,381.09
2009-02-04,390.86
2009-02-05,392.24
2009-02-06,399.66
2009-02-09,400.07
2009-02-10,393.41
2009-02-11,398.89
2009-02-12,397.7
2009-02-13,395.37
2009-02-16,387.15
2009-02-17,385.18
2009-02-18,373.67
2009-02-19,377.98
2009-02-20,361.74
2009-02-23,354.69
2009-02-24,355.68
2009-02-25,363.29
2009-02-26,359.19
2009-02-27,350.58
2009-03-02,330.67
2009-03-03,316.37
2009-03-04,329.48
2009-03-05,323.03
2009-03-06,323.81
2009-03-09,342.75
2009-03-10,352.96
2009-03-11,350.58
2009-03-12,350.21
2009-03-13,352.54
2009-03-16,359.0
2009-03-17,359.0
2009-03-18,360.97
2009-03-19,361.74
2009-03-20,362.52
2009-03-23,372.11
2009-03-24,368.97
2009-03-25,372.68
2009-03-26,374.04
2009-03-27,372.68
2009-03-30,363.29
2009-03-31,368.19
2009-04-01,360.57
2009-04-02,369.55
2009-04-03,357.84
2009-04-06,354.51
2009-04-07,348.44
2009-04-08,346.67
2009-04-09,348.85
2009-04-14,342.97
2009-04-15,335.92
2009-04-16,346.07
2009-04-17,350.21
2009-04-20,348.25
2009-04-21,350.78
2009-04-22,352.74
2009-04-23,357.45
2009-04-24,374.45
2009-04-27,377.98
2009-04-28,378.16
2009-04-29,382.66
2009-04-30,377.39
2009-05-01,379.9
2009-05-05,385.59
2009-05-06,391.26
2009-05-07,398.89
2009-05-08,407.48
2009-05-11,402.41
2009-05-12,404.34
2009-05-13,399.29
2009-05-14,394.4
2009-05-15,391.87
2009-05-18,401.44
2009-05-19,398.29
2009-05-20,401.23
2009-05-21,389.5
2009-05-22,391.66
2009-05-26,395.17
2009-05-27,394.96
2009-05-28,397.53
2009-05-29,399.66
2009-06-01,410.42
2009-06-02,414.54
2009-06-03,405.54
2009-06-04,409.45
2009-06-05,409.64
2009-06-08,410.8
2009-06-09,414.33
2009-06-10,416.87
2009-06-11,410.05
2009-06-12,402.78
2009-06-15,395.19
2009-06-16,393.41
2009-06-17,383.67
2009-06-18,381.4
2009-06-19,388.72
2009-06-22,373.47
2009-06-23,371.09
2009-06-24,373.72
2009-06-25,371.76
2009-06-26,368.24
2009-06-29,377.56
2009-06-30,371.59
2009-07-01,383.53
2009-07-02,375.65
2009-07-03,375.49
2009-07-06,364.26
2009-07-07,367.1
2009-07-08,363.93
2009-07-09,364.16
2009-07-10,361.82
2009-07-13,368.91
2009-07-14,370.56
2009-07-15,380.76
2009-07-16,379.88
2009-07-17,386.91
2009-07-20,392.54
2009-07-21,396.34
2009-07-22,395.56
2009-07-23,398.76
2009-07-24,399.38
2009-07-27,405.72
2009-07-28,393.41
2009-07-30,395.92
2009-07-31,388.88
2009-08-03,400.41
2009-08-04,399.89
2009-08-05,394.26
2009-08-06,390.16
2009-08-07,398.31
2009-08-10,402.74
2009-08-11,400.45
2009-08-12,396.76
2009-08-13,395.52
2009-08-14,395.37
2009-08-17,391.52
2009-08-18,393.33
2009-08-19,397.82
2009-08-20,404.16
2009-08-21,412.6
2009-08-24,413.34
2009-08-25,416.87
2009-08-26,412.61
2009-08-27,411.18
2009-08-28,416.09
2009-09-01,406.31
2009-09-02,423.63
2009-09-03,419.57
2009-09-04,419.94
2009-09-07,422.35
2009-09-08,424.7
2009-09-09,433.35
2009-09-10,428.16
2009-09-11,425.06
2009-09-14,424.7
2009-09-15,425.09
2009-09-16,428.12
2009-09-17,434.88
2009-09-18,434.09
