Date,HSBA.UK,BARC.UK,LLOY.UK,RBS.UK,BP.UK,RIO.UK,AAL.UK,RDSA.UK
2009-01-08,-0.00425432445067786,0.042259385191867116,0.03634537607556787,0.03265230541324615,0.015745532662825967,-0.04525233530953188,-0.05912706238085852,0.019944598337950037
2009-01-09,-0.018357669374148955,0.01138482023968046,0.024109481403876698,0.049412233512652115,-0.024417794227210354,-0.05780120179813808,-0.08195060607119153,-0.028788701792504146
2009-01-12,0.016261718002678283,0.03140017115397287,0.06998631731051974,0.03576988798177316,-0.019264405193013534,-0.01409077712184259,-0.026178608119934443,-0.008389261744966348
2009-01-13,0.001953125,-0.10141690068930309,-0.05473623825800111,-0.07090222531803347,0.012735173695712199,-0.032373323909927976,-0.015168210057437626,0.016356457980823524
2009-01-14,-0.08003945606989371,-0.1434050713829107,-0.11877007105469428,-0.1839561220060767,-0.05188749441936613,-0.11255275117675712,-0.09516441312765822,-0.05105438401775797
2009-01-15,-0.07012841132470438,-0.0823383084577114,-0.11692969870875192,-0.04315555340650845,-0.008188144195050429,0.01523759444908035,-0.013926037656426637,-0.02397660818713454
2009-01-16,-0.021441906435317404,-0.24848649137074186,-0.04924451665312757,-0.1303282209364024,0.014955292379922547,0.07566374670660037,0.07530037441192405,0.015578190533253267
2009-01-19,-0.06483741548130073,-0.1020440062522544,-0.33944530836138687,-0.6657078938958134,-0.0060810810810811855,-0.011964326836519046,-0.0269787445207178,0.00884955752212413
2009-01-20,-0.03201128045121815,-0.17159192855134375,-0.31072306299314456,-0.11202850686598298,0.018407153689274702,-0.009397082348952757,-0.021003331973344253,0.013450292397660712
2009-01-21,0.06294746629474668,-0.09326307622680552,0.0066431466746736945,0.2135656259175882,-0.024646983311938486,0.023742299794661248,0.006893737464945371,-0.0323139065204846
2009-01-22,0.022334966176813742,-0.10437092231452094,0.08869915364826064,-0.024034196306153666,0.008265332982363871,0.01721616313568175,-0.03498288365194746,-0.0005963029218841731
2009-01-23,-0.02184701386116028,-0.1351631072985292,0.004075342465753584,-0.0081811420543757,-0.0045687134502924165,-0.008472661545413485,0.000786318065657543,0.022076372315035675
2009-01-26,0.04948098903662235,0.7324173800975791,0.3224871243903269,0.19830028328611893,0.042015263972304595,0.08733570178255134,0.07323976357565032,0.04495037945125513
2009-01-27,-0.018031283860750702,0.014625981375453234,0.02911744983751996,0.08281184814351272,0.001484986534444177,-0.010259194696082052,-0.012478682251154227,-0.007821229050279155
2009-01-28,0.09741398822996827,0.18891565634083118,0.5037465854697643,0.3566429075964812,-0.008796179944709714,-0.014658043156050904,0.05497662272018866,0.0
2009-01-29,-0.058318508778714584,-0.06259429339147893,-0.11792547163522438,-0.014057840677805689,-0.010446247464503067,-0.04024262788267119,-0.05704657792399648,0.014076576576576683
2009-01-30,-0.01045859000684457,0.057798714800935125,0.019101420798065316,0.04762361977916463,-0.008967920467356727,-0.028384168371345053,-0.05451065739666505,-0.03942254303164916
2009-02-02,-0.02990897269180759,-0.10554957076063631,-0.027531099946235593,-0.07272477316469617,-0.019778685557681364,0.06639782130512195,-0.02053739364084195,0.003468208092485492
2009-02-03,0.0004563344931833857,-0.02739045679732799,0.005623975292637473,0.009785025945144632,0.005169730699232433,0.04296280289561816,0.03467542086926323,0.009792626728110765
2009-02-04,0.032698557500427716,0.04980021191579542,0.07327153121386187,0.009690207018058894,0.025636988637854685,0.11104414077583047,0.09275380250819709,-0.012549914432401721
2009-02-05,-0.009192546583850936,0.03201838655543954,0.05671741971950417,0.05772866075323546,0.0035306759453512804,-0.01290114771051254,-0.0014234414933195216,-0.009243212016175617
2009-02-06,0.018583528362866364,0.048004524726925624,0.04376096949435859,0.09091742278434611,0.018916989598205314,0.06532305155772322,0.06212945864515507,0.016909620991253815
2009-02-09,0.010913865258896704,0.10879122114660289,-0.042855083836458974,0.033310930017642626,0.0010258719911924175,-0.018910357168766323,0.010096157512258008,0.0028669724770640226
2009-02-10,-0.03290221332323173,-0.02395124572842422,-0.05573309685947092,-0.040326842554575415,-0.016647086759816965,-0.008848685021320857,-0.060590504518242994,-0.020011435105774633
2009-02-11,-0.019025236416540747,-0.04337437016258894,-0.07899213268126737,-0.008387342737323666,0.013929488320073125,0.03468284757452178,-0.024092512677097444,0.02100350058343059
2009-02-12,0.012321031315954523,-0.03226542137271937,0.040016930239716864,0.01695928916228806,-0.002983278598109762,0.008043582759173162,-0.038480224639530936,-0.0005714285714286671
2009-02-13,-0.006564489772919346,-0.04283517938704273,-0.3245403085574753,-0.09169957153658748,-0.005858687452853895,0.0021061164801627896,-0.02719969854238391,0.012578616352201477
2009-02-16,0.0009358781656787496,-0.033824977723584615,-0.08142082488908375,-0.06419090782962589,-0.020790651794521664,-0.032191547240441376,-0.0007659124922969607,-0.00903444381705254
2009-02-17,-0.0678585595285317,-0.005157328867693378,-0.08690855967323563,0.014677538917716726,-0.0050884670024538,-0.014537408833893317,-0.05050967815828655,-0.02962962962962956
2009-02-18,0.019210310343779513,-0.03417823424654198,-0.013583229935349106,-0.12560880576660816,-0.029882133028713787,-0.006843733368813165,0.004899322631530145,0.0011743981209628718
2009-02-19,-0.011899436342489023,0.08360697145743856,0.11813968884475345,0.2044226591655991,0.011534241442984428,0.06157427176743435,0.006519049289922307,-0.002346041055718451
2009-02-20,-0.04165157551611742,-0.058368298368298266,-0.00879244501021359,-0.11464644128936774,-0.04296523625588655,-0.09500974074629087,-0.16909471212065608,-0.031158142269253397
2009-02-23,-0.0062673217435123,0.03677344291513984,0.00887043784720154,0.09841203510238206,-0.01948913584342349,0.0071901064135748705,0.0029368899880757304,-0.0230582524271844
2009-02-24,-0.004785598833708327,-0.005061900839272493,-0.05109683531188014,0.04246718660833171,0.0027911697538696156,-0.0197462921620547,0.002895264096523409,-0.010559006211180222
2009-02-25,0.04334118845933377,0.07535487586844103,0.06498611674414256,0.04525340997217264,0.021395636527215434,0.005031601991455137,-0.01740924907520225,0.007532956685499137
2009-02-26,0.07017061929615731,0.07004095113759368,0.306597140848371,0.25540086413826213,-0.011285749676567036,0.04341525111107214,0.010836172708484693,-0.011838006230529663
2009-02-27,-0.06787975586104622,-0.17342746308500878,-0.22265817676337385,-0.19999999999999996,-0.02397060051783184,-0.03894879500324078,-0.02437973144720129,-0.025851197982345586
2009-03-02,-0.187779205678967,-0.06099791837507085,-0.15266360935652268,-0.02585607509125676,-0.056791602487306636,-0.06606814399579575,-0.08690628575312354,-0.06148867313915851
2009-03-03,-0.009983047654925525,-0.06729813247346494,-0.07893661923888617,-0.04425213007985007,-0.043245531799074644,-0.03744830108696673,0.013125410944458737,-0.053793103448275814
2009-03-04,0.015144596651445852,0.05499776724622185,0.04830185890092009,0.05092182030338388,0.04143882163289825,0.14018746224448053,0.1166227882201678,0.06268221574344013
2009-03-05,-0.05866256840842632,-0.24101912915250046,-0.15515053232743425,-0.08371824480369516,-0.01957630205171801,-0.0612107125155954,-0.05657480617179711,-0.026748971193415683
2009-03-06,-0.0443196750686895,-0.010667961933545689,0.042228249530565476,-0.048034511172507344,0.0024146364114789876,0.053095331288287806,0.03639428106474485,0.03523608174770976
2009-03-09,-0.0325833333333333,-0.052478452194784975,0.04047723905993528,-0.040427698574338033,0.058491090454278805,-0.018627044220862476,-0.01435605253417982,0.02791014295439065
2009-03-10,0.143293996037557,0.09933215629078074,0.16245959673695531,0.10527432877003084,0.02978847556528086,0.1133286946105676,0.08380651107747994,0.045695364238410585
2009-03-11,-0.06264833301940098,0.03707841631171016,-0.12403177755710026,0.009505520883341223,-0.006742973708068867,0.0451488876934274,0.05927807991936662,0.001266624445851905
2009-03-12,0.03203118720360121,0.027117559924589196,0.026981067906133083,-0.004708008369792682,-0.0010553939186490613,-0.011520615240214527,-0.03409586488522376,0.010120177103099204
2009-03-13,0.06678608980100464,0.03058063881741746,0.024101262096625886,0.03315973051746379,0.006653150966563048,0.008270221841043313,0.009040348068792836,0.010018785222291715
2009-03-16,0.0734467401620793,0.2267472370199568,0.008551307847082468,0.04587707533644747,0.018324161797242722,0.011536504416377547,0.03407808162061565,0.01673899566026038
2009-03-17,0.04070597837176071,0.004394379342528509,0.016921980762379718,-0.026309971258014708,0.0,-0.05662672312820982,-0.032089610951575476,-0.012804878048780277
2009-03-18,-0.05048524654445641,0.05146935456809887,-0.008337712383955309,0.040554041780199945,0.005487465181058582,-0.0676185473473091,-0.0035764725007874087,-0.03335392217418165
2009-03-19,0.03320944318260044,0.17188938395257192,0.14289751651534943,0.0476148911098504,0.00213314125827635,0.07090909090909081,0.09622816588320449,0.005750798722044648
2009-03-20,-0.05658994770675818,-0.0666771406127259,0.016536844708209708,-0.008248625229128392,0.002156244816719166,0.02474154491180247,0.05905716890220081,-0.003811944091486663
2009-03-23,0.1259709080638327,0.1571221762111572,0.11208076139508005,0.04162816096782329,0.02645371289859888,0.13017166947985803,0.058100215185982185,0.03443877551020402
2009-03-24,-0.0633387683431581,-0.03045291436330133,-0.05687255625734822,0.016010001209823654,-0.008438364999596826,-0.022251128730315983,-0.06663069643894748,-0.024660912453760675
2009-03-25,-0.04348553829673274,0.04761428428528558,0.06552054039950139,-0.023616734143049878,0.010055018023145568,-0.009805508823550135,-0.04390669050096507,0.025284450063211006
2009-03-26,0.0668113253771041,0.13520481237467763,0.11648028732348381,0.07256392536281941,0.0036492433186647855,0.07344849648112595,0.02705895484903187,-0.0055487053020961685
2009-03-27,0.00816875533101502,0.24064261081672123,0.10291465613881168,0.0,-0.00363597476205757,0.04030410193242484,-0.045528234388443556,-0.00743955362678228
2009-03-30,-0.07952881455208094,-0.14203389830508473,-0.14850741321784466,-0.12405245603395987,-0.025195878501663604,-0.056904410266856886,-0.09539036702470882,-0.03622735790131182
2009-03-31,0.0661081061971931,-0.007506914263137099,0.09108366203030949,0.05149063216650074,0.01348784717443352,0.005568717979871574,0.09713116903550634,0.018146467919637255
2009-04-01,0.0398580760685745,0.06082802547770716,0.004209675117728073,0.02452573968149463,-0.020695836388821,-0.0008659229127230272,0.007581624360629258,-0.024824952259707267
2009-04-02,0.11741445836920827,0.07265085559891915,0.0774696255595293,0.12346869100694846,0.024905011509554376,0.0800833081393395,0.12134208828329585,0.039164490861618884
2009-04-03,-0.05336605690476881,0.011824797089280858,0.03530135842089077,0.08512387830252766,-0.03168718711946972,-0.01814449662550932,0.01941172488491749,-0.0282663316582914
2009-04-06,0.037412197401344605,0.013000484060576634,0.0062845010615710795,-0.026126779124934107,-0.009305835010060326,-0.1132481881303532,-0.021233502116709713,-0.01616031027795739
2009-04-07,-0.0194118330814832,-0.08649054542972223,-0.08530255717782087,-0.10402922967624073,-0.01712222504301708,-0.021740062298173934,-0.030666938055498916,-0.026281208935611033
