Date,Close
2009-01-07,1521.3
2009-01-08,1431.35
2009-01-09,1314.05
2009-01-12,1279.65
2009-01-13,1260.24
2009-01-14,1140.31
2009-01-15,1124.43
2009-01-16,1209.1
2009-01-19,1176.48
2009-01-20,1151.77
2009-01-21,1159.71
2009-01-22,1119.14
2009-01-23,1120.02
2009-01-26,1202.05
2009-01-27,1187.05
2009-01-28,1252.31
2009-01-29,1180.87
2009-01-30,1116.5
2009-02-02,1093.57
2009-02-03,1131.49
2009-02-04,1236.44
2009-02-05,1234.68
2009-02-06,1311.39
2009-02-09,1324.63
2009-02-10,1244.37
2009-02-11,1214.39
2009-02-12,1167.66
2009-02-13,1135.9
2009-02-16,1135.03
2009-02-17,1077.7
2009-02-18,1082.98
2009-02-19,1090.04
2009-02-20,905.72
2009-02-23,908.38
2009-02-24,911.01
2009-02-25,895.15
2009-02-26,904.85
2009-02-27,882.79
2009-03-02,806.07
2009-03-03,816.65
2009-03-04,911.89
2009-03-05,860.3
2009-03-06,891.61
2009-03-09,878.81
2009-03-10,952.46
2009-03-11,1008.92
2009-03-12,974.52
2009-03-13,983.33
2009-03-16,1016.84
2009-03-17,984.21
2009-03-18,980.69
2009-03-19,1075.06
2009-03-20,1138.55
2009-03-23,1204.7
2009-03-24,1124.43
2009-03-25,1075.06
2009-03-26,1104.15
2009-03-27,1053.88
2009-03-30,953.35
2009-03-31,1045.95
2009-04-01,1053.88
2009-04-02,1181.76
2009-04-03,1204.7
2009-04-06,1179.12
2009-04-07,1142.96
2009-04-08,1152.65
2009-04-09,1231.16
2009-04-14,1272.61
2009-04-15,1232.92
2009-04-16,1245.26
2009-04-17,1216.16
2009-04-20,1138.55
2009-04-21,1142.09
2009-04-22,1174.71
2009-04-23,1168.54
2009-04-24,1254.08
2009-04-27,1253.19
2009-04-28,1183.52
2009-04-29,1271.72
2009-04-30,1308.74
2009-05-01,1308.74
2009-05-05,1354.62
2009-05-06,1381.95
2009-05-07,1365.21
2009-05-08,1433.1
2009-05-11,1412.82
2009-05-12,1371.37
2009-05-13,1298.19
2009-05-14,1272.61
2009-05-15,1292.0
2009-05-18,1312.28
2009-05-19,1411.05
2009-05-20,1432.22
2009-05-21,1393.43
2009-05-22,1433.1
2009-05-26,1428.7
2009-05-27,1475.44
2009-05-28,1489.56
2009-05-29,1567.16
2009-06-01,1684.44
2009-06-02,1673.87
2009-06-03,1574.21
2009-06-04,1545.11
2009-06-05,1637.71
2009-06-08,1560.98
2009-06-09,1562.74
2009-06-10,1583.03
2009-06-11,1553.93
2009-06-12,1524.83
2009-06-15,1493.08
2009-06-16,1480.73
2009-06-17,1388.13
2009-06-18,1394.31
2009-06-19,1431.35
2009-06-22,1497.48
2009-06-23,1456.93
2009-06-24,1605.08
2009-06-25,1614.78
2009-06-26,1590.32
2009-06-29,1598.91
2009-06-30,1555.26
2009-07-01,1616.11
2009-07-02,1530.17
2009-07-03,1504.72
2009-07-06,1436.19
2009-07-07,1439.43
2009-07-08,1378.86
2009-07-09,1456.04
2009-07-10,1452.64
2009-07-13,1498.37
2009-07-14,1541.58
2009-07-15,1587.44
2009-07-16,1551.28
2009-07-17,1593.61
2009-07-20,1577.74
2009-07-21,1642.56
2009-07-22,1619.77
2009-07-23,1709.15
2009-07-24,1689.74
2009-07-27,1698.13
2009-07-28,1618.75
2009-07-29,1607.72
2009-07-30,1675.64
2009-07-31,1702.09
2009-08-03,1771.52
2009-08-04,1738.24
2009-08-05,1758.08
2009-08-06,1720.61
2009-08-07,1717.71
2009-08-10,1674.32
2009-08-11,1636.39
2009-08-12,1644.76
2009-08-13,1695.04
2009-08-14,1699.88
2009-08-17,1605.52
2009-08-18,1614.78
2009-08-19,1618.31
2009-08-20,1688.85
2009-08-21,1749.71
2009-08-24,1800.59
2009-08-25,1808.36
2009-08-26,1766.48
2009-08-27,1744.43
2009-08-28,1798.68
2009-09-01,1695.04
2009-09-02,1667.7
2009-09-03,1721.12
2009-09-04,1764.71
2009-09-07,1770.0
2009-09-08,1796.02
2009-09-09,1804.39
2009-09-10,1799.11
2009-09-11,1812.33
2009-09-14,1822.02
2009-09-15,1824.67
2009-09-16,1873.61
2009-09-17,1874.06
2009-09-18,1827.32
2009-09-21,1807.91
2009-09-22,1816.74
2009-09-23,1814.68
2009-09-24,1818.58
2009-09-25,1815.86
2009-09-28,1830.41
2009-09-29,1802.19
2009-09-30,1757.65
2009-10-01,1698.56
2009-10-02,1654.9
2009-10-05,1720.61
2009-10-06,1852.01
2009-10-07,1849.81
2009-10-08,1914.36
2009-10-09,1900.92
2009-10-12,1935.35
2009-10-13,1917.28
2009-10-14,2038.09
2009-10-15,1954.32
2009-10-16,1939.75
2009-10-19,2031.92
2009-10-20,2013.4
2009-10-21,2007.23
2009-10-22,2015.16
2009-10-23,2098.95
2009-10-26,2054.86
2009-10-27,2000.17
2009-10-28,1920.81
2009-10-29,2028.4
2009-10-30,1953.44
2009-11-02,2016.93
2009-11-03,1991.36
2009-11-04,2051.33
2009-11-05,2067.19
2009-11-06,2104.24
2009-11-09,2194.2
2009-11-10,2146.58
2009-11-11,2176.56
2009-11-12,2206.54
2009-11-13,2248.0
2009-11-16,2339.71
2009-11-17,2301.79
2009-11-18,2319.43
2009-11-19,2228.6
2009-11-20,2231.24
2009-11-23,2288.55
2009-11-24,2307.96
2009-11-25,2370.58
2009-11-26,2260.34
2009-11-27,2282.39
2009-11-30,2295.62
2009-12-01,2391.75
2009-12-02,2399.69
2009-12-03,2337.06
2009-12-04,2299.15
2009-12-07,2310.62
2009-12-08,2236.52
2009-12-09,2231.24
2009-12-10,2225.07
2009-12-11,2257.69
2009-12-14,2324.72
2009-12-15,2327.37
2009-12-16,2352.06
2009-12-17,2287.67
2009-12-18,2287.67
2009-12-21,2336.63
2009-12-22,2328.25
2009-12-23,2351.17
2009-12-24,2376.74
2009-12-29,2406.74
2009-12-30,2377.18
2009-12-31,2390.86
2010-01-04,2442.45
2010-01-05,2482.59
2010-01-06,2525.35
2010-01-07,2508.16
2010-01-08,2554.91
2010-01-11,2509.03
2010-01-12,2443.77
2010-01-13,2426.14
2010-01-14,2424.38
2010-01-15,2401.0
2010-01-18,2477.28
2010-01-19,2466.28
2010-01-20,2337.95
2010-01-21,2194.2
2010-01-22,2209.63
2010-01-25,2187.13
2010-01-26,2137.31
2010-01-27,2098.07
2010-01-28,2028.4
2010-01-29,2047.79
2010-02-01,2098.07
2010-02-02,2165.98
2010-02-03,2115.27
2010-02-04,2004.14
2010-02-05,2005.46
2010-02-08,2050.88
2010-02-09,2082.19
2010-02-10,2053.09
2010-02-11,2066.32
2010-02-12,2037.22
2010-02-15,2071.61
2010-02-16,2131.75
2010-02-17,2175.56
2010-02-18,2206.54
2010-02-19,2167.3
2010-02-22,2158.03
2010-02-23,2098.95
2010-02-24,2103.36
2010-02-25,2034.13
2010-02-26,2107.77
2010-03-01,2160.69
2010-03-02,2221.53
2010-03-03,2311.06
2010-03-04,2284.59
2010-03-05,2349.85
2010-03-08,2349.85
2010-03-09,2335.74
2010-03-10,2389.98
2010-03-11,2362.21
2010-03-12,2388.22
2010-03-15,2349.42
2010-03-16,2363.54
2010-03-17,2405.41
