Date,Close
2009-01-07,1148.67
2009-01-08,1096.69
2009-01-09,1033.3
2009-01-12,1018.74
2009-01-13,985.76
2009-01-14,874.81
2009-01-15,888.14
2009-01-16,955.34
2009-01-19,943.91
2009-01-20,935.04
2009-01-21,957.24
2009-01-22,973.72
2009-01-23,965.47
2009-01-26,1049.79
2009-01-27,1039.02
2009-01-28,1023.79
2009-01-29,982.59
2009-01-30,954.7
2009-02-02,1018.09
2009-02-03,1061.83
2009-02-04,1179.74
2009-02-05,1164.52
2009-02-06,1240.59
2009-02-09,1217.13
2009-02-10,1206.36
2009-02-11,1248.2
2009-02-12,1258.24
2009-02-13,1260.89
2009-02-16,1220.3
2009-02-17,1202.56
2009-02-18,1194.33
2009-02-19,1267.87
2009-02-20,1147.41
2009-02-23,1155.66
2009-02-24,1132.84
2009-02-25,1138.54
2009-02-26,1187.97
2009-02-27,1141.7
2009-03-02,1066.27
2009-03-03,1026.34
2009-03-04,1170.22
2009-03-05,1098.59
2009-03-06,1156.92
2009-03-09,1135.37
2009-03-10,1264.04
2009-03-11,1321.11
2009-03-12,1305.89
2009-03-13,1316.69
2009-03-16,1331.88
2009-03-17,1256.46
2009-03-18,1171.5
2009-03-19,1254.57
2009-03-20,1285.61
2009-03-23,1452.96
2009-03-24,1420.63
2009-03-25,1406.7
2009-03-26,1510.02
2009-03-27,1570.88
2009-03-30,1481.49
2009-03-31,1489.74
2009-04-01,1488.45
2009-04-02,1607.65
2009-04-03,1578.48
2009-04-06,1399.72
2009-04-07,1369.29
2009-04-08,1421.91
2009-04-09,1496.7
2009-04-14,1584.82
2009-04-15,1503.05
2009-04-16,1568.34
2009-04-17,1520.16
2009-04-20,1440.92
2009-04-21,1454.86
2009-04-22,1567.07
2009-04-23,1629.84
2009-04-24,1707.81
2009-04-27,1702.74
2009-04-28,1596.23
2009-04-29,1699.56
2009-04-30,1758.51
2009-05-01,1806.71
2009-05-05,1857.41
2009-05-06,1876.42
2009-05-07,1913.84
2009-05-08,1901.15
2009-05-11,1908.12
2009-05-12,1775.65
2009-05-13,1586.73
2009-05-14,1644.41
2009-05-15,1688.79
2009-05-18,1680.55
2009-05-19,1740.13
2009-05-20,1815.57
2009-05-21,1684.36
2009-05-22,1755.35
2009-05-26,1745.21
2009-05-27,1735.07
2009-05-28,1747.11
2009-05-29,1775.01
2009-06-01,1890.37
2009-06-02,1935.37
2009-06-03,1846.0
2009-06-04,1724.29
2009-06-05,1902.42
2009-06-08,1854.23
2009-06-09,1871.36
2009-06-10,1995.61
2009-06-11,2001.34
2009-06-12,1975.33
2009-06-15,1845.72
2009-06-16,1793.4
2009-06-17,1657.52
2009-06-18,1577.6
2009-06-19,1607.65
2009-06-22,1544.33
2009-06-23,1543.85
2009-06-24,1610.5
2009-06-25,1596.13
2009-06-26,1572.15
2009-06-29,1652.16
2009-06-30,1615.32
2009-07-01,1655.99
2009-07-02,1570.02
2009-07-03,1525.27
2009-07-06,1445.57
2009-07-07,1473.36
2009-07-08,1454.56
2009-07-09,1509.43
2009-07-10,1484.71
2009-07-13,1474.9
2009-07-14,1549.71
2009-07-15,1611.66
2009-07-16,1596.51
2009-07-17,1652.92
2009-07-20,1712.68
2009-07-21,1752.36
2009-07-22,1775.74
2009-07-23,1849.37
2009-07-24,1864.71
2009-07-27,1881.99
2009-07-28,1794.11
2009-07-29,1761.89
2009-07-30,1889.26
2009-07-31,1910.38
2009-08-03,2002.85
2009-08-04,1972.15
2009-08-05,1936.08
2009-08-06,1914.59
2009-08-07,1859.13
2009-08-10,1797.96
2009-08-11,1768.8
2009-08-12,1774.16
2009-08-13,1849.72
2009-08-14,1807.94
2009-08-17,1723.13
2009-08-18,1751.53
2009-08-19,1773.78
2009-08-20,1791.44
2009-08-21,1838.87
2009-08-24,1929.18
2009-08-25,1893.88
2009-08-26,1827.49
2009-08-27,1820.22
2009-08-28,1853.21
2009-09-01,1788.75
2009-09-02,1774.16
2009-09-03,1799.49
2009-09-04,1853.58
2009-09-07,1891.19
2009-09-08,1958.33
2009-09-09,1949.12
2009-09-10,1952.96
2009-09-11,1985.95
2009-09-14,1987.35
2009-09-15,1998.13
2009-09-16,2089.93
2009-09-17,2102.6
2009-09-18,2101.05
2009-09-21,2028.94
2009-09-22,2077.65
2009-09-23,2097.72
2009-09-24,2061.23
2009-09-25,2022.79
2009-09-28,2061.54
2009-09-29,2049.26
2009-09-30,2047.73
2009-10-01,1995.16
2009-10-02,1927.14
2009-10-05,1967.54
2009-10-06,2102.99
2009-10-07,2105.6
2009-10-08,2163.91
2009-10-09,2190.08
2009-10-12,2224.24
2009-10-13,2185.46
2009-10-14,2300.58
2009-10-15,2260.68
2009-10-16,2237.27
2009-10-19,2280.24
2009-10-20,2264.13
2009-10-21,2282.95
2009-10-22,2252.24
2009-10-23,2302.49
2009-10-26,2279.87
2009-10-27,2202.75
2009-10-28,2051.19
2009-10-29,2137.9
2009-10-30,2066.53
2009-11-02,2158.62
2009-11-03,2133.3
2009-11-04,2195.88
2009-11-05,2213.2
2009-11-06,2229.21
2009-11-09,2334.34
2009-11-10,2340.52
2009-11-11,2392.66
2009-11-12,2378.86
2009-11-13,2404.17
2009-11-16,2536.18
2009-11-17,2480.53
2009-11-18,2540.01
2009-11-19,2468.64
2009-11-20,2415.68
2009-11-23,2522.74
2009-11-24,2434.09
2009-11-25,2416.45
2009-11-26,2297.89
2009-11-27,2370.81
2009-11-30,2369.66
2009-12-01,2463.27
2009-12-02,2526.2
2009-12-03,2522.95
2009-12-04,2398.03
2009-12-07,2432.18
2009-12-08,2368.88
2009-12-09,2409.55
2009-12-10,2375.01
2009-12-11,2404.93
2009-12-14,2436.79
2009-12-15,2403.02
2009-12-16,2445.61
2009-12-17,2404.93
2009-12-18,2429.76
2009-12-21,2457.87
2009-12-22,2467.86
2009-12-23,2529.26
2009-12-24,2586.04
2010-01-06,2788.24
2010-01-07,2797.45
2010-01-08,2792.09
2010-01-11,2780.2
2010-01-12,2729.93
2010-01-13,2715.35
2010-01-14,2775.97
2010-01-15,2749.49
2010-01-18,2793.24
2010-01-19,2762.53
2010-01-20,2659.71
2010-01-21,2528.11
2010-01-22,2526.2
2010-01-25,2470.94
2010-01-26,2418.52
2010-01-27,2403.02
2010-01-28,2343.17
2010-01-29,2378.09
2010-02-01,2437.65
2010-02-02,2525.42
2010-02-03,2553.99
2010-02-04,2363.51
2010-02-05,2329.73
2010-02-08,2352.38
2010-02-09,2440.25
2010-02-10,2416.21
2010-02-11,2467.86
2010-02-12,2460.2
2010-02-15,2513.33
2010-02-16,2589.89
