Date,AAL.L,BARC.L,BP.L,HSBA.L,LLOY.L,RBS.L,RDSA.L,RIO.L
2009-07-02,-0.0581173260572988,-0.004307813315711839,-0.018469363265306127,-0.018056942100098117,-0.0344364308065932,-0.03819309341027055,-0.03279742765273308,-0.056997219647822006
2009-07-03,-0.007242178447276926,0.027681781803811978,-0.003534695826143408,0.017389590662952426,0.0242701391429061,0.02335093931398413,-0.0066489361702127825,-0.004422604422604448
2009-07-06,-0.049606069448497214,-0.014310065693345253,-0.026186725091288388,-0.005009799607072707,-0.020735972516708445,-0.028619326616692198,-0.020749665327978617,-0.06959526159921026
2009-07-07,-0.000614062020264039,0.011101055577145802,0.0023569230163207333,-0.00740448200443522,-0.0014994774389964771,-0.009555424021234216,-0.004101161995898828,0.018567639257294433
2009-07-08,-0.03932411674347158,-0.030402953341916006,-0.00598543837500054,-0.019295826076089373,-0.0347001440475041,-0.04462011059284643,-0.008236101578586119,-0.012760416666666718
2009-07-09,0.05596418292292937,0.0034853215957346695,0.0005376344086021057,0.014198782961460488,-0.006435141314852788,-0.005329576437587691,0.004844290657439521,0.037720917963598
2009-07-10,0.002119927316777792,0.0,-0.008060182697474438,-0.010000000000000009,0.0,0.011562340469898347,-0.010330578512396715,-0.03329944077275038
2009-07-13,0.026896343306134884,0.0291649080429377,0.021885170097508233,0.011111111111111072,0.019098456982279632,0.00919985472428686,0.019485038274182243,0.010780962398106775
2009-07-14,0.02884049440847547,0.012143923445110394,0.004664932086535956,0.02057939660339647,0.019997601210680838,0.019889535911602252,0.0027303754266212454,0.050728407908428697
2009-07-15,0.029748283752860427,0.044334146284061626,0.032925298427825433,0.03954583491493735,0.044529146951411525,0.03846148845737307,0.027229407760381186,0.04208962614508538
2009-07-16,-0.022777777777777786,0.0047891254742158385,0.00449532494272975,0.010546094161958619,0.017764667710360893,-0.005216484171358671,0.009277667329357087,-0.011404133998574428
2009-07-17,0.027288231949971653,-0.005399016247916055,0.006305951916526276,0.015654163950242106,-0.03503800152514058,0.006817005875464188,0.008535784635587573,0.03532804614275409
2009-07-20,-0.009961261759822926,-0.0003216077381632543,0.01718213016740333,0.025688073394495303,0.06681355552915846,0.0546875,0.009765625,0.03667595171773441
2009-07-21,0.041084404695360455,-0.011821590588511732,0.0041732431437222495,-0.01610017889087656,0.01987526288608188,-0.016790093827160457,0.009026434558349505,0.022839229735781563
2009-07-22,-0.00939597315436247,-0.03136000106736114,0.00029690085803046884,0.01036365818181828,-0.015520796695431605,-0.0027624459237837184,-0.005111821086261958,0.013572679509632257
2009-07-23,0.05040650406504055,0.03754958582386947,0.01127704395029272,0.03149181144880009,0.05323720776697716,0.03815158340743019,0.014129736673089255,0.0410367170626349
2009-07-24,-0.011351909184726505,0.013352145087894396,-0.0004890932269090431,0.002267948312604018,0.024158856463557532,0.018799272286234014,0.002533248891703588,0.008298755186721962
2009-07-27,0.004958246346555395,-0.034923422970109086,0.015854386563175282,-0.007919909486510002,0.06847547707534973,0.04190477619047628,0.012002526847757489,0.0092592592592593
2009-07-28,-0.046741106206180216,-0.019571402605957577,-0.030828516377649273,-0.004298643650173295,-0.02460032079586194,-0.04021939158748555,-0.013732833957553092,-0.04668705402650353
2009-07-29,-0.006810133478616143,-0.010231605509492536,0.001988071570576455,0.007224627312775178,0.031003971360852534,0.03559526666666679,0.005063291139240533,-0.017964071856287456
2009-07-30,0.045255074053757616,0.03389662145838401,0.004365103174603258,0.04268723762157767,0.012885340732712303,0.027934230750176425,0.007556675062972307,0.07229965156794416
2009-07-31,0.01285751771188659,-0.0088521340964125,-0.017779533359631783,0.016359060402684644,0.0014154177990512995,0.0030194721133598446,-0.01749999999999996,0.010966693744922873
2009-08-03,0.04818652849740923,0.06698714024028796,0.028761037117593702,0.04977304828724716,0.0029505822178941266,0.03489796762453867,0.007633587786259444,0.04861390116512654
2009-08-04,-0.025704399406821565,0.018445806451807822,-0.0003910303030303375,-0.010850800030792307,-0.011503364892776702,-0.0038785132013120505,0.0037878787878788955,-0.01532567049808431
2009-08-05,0.011415525114155223,0.02435321703002602,-0.014081717521964743,-0.002861666136724894,0.10596473376872972,0.05342853696980843,-0.03899371069182389,-0.018287937743190708
2009-08-06,-0.02131928768497615,0.052007515789570524,-0.00991866681310849,0.0538902859587318,0.12339878578123353,0.09753593429158114,0.011125654450261813,-0.011097899326198979
2009-08-07,-0.0066632496155817345,0.03107276205062548,0.021338396858284092,0.00907715582450841,-0.025790035753544993,-0.120860628624883,0.01229773462783168,-0.02945891783567134
2009-08-10,-0.020381836945304488,-0.017670700695399,0.010299166257969672,0.0029985007496251548,-0.04029800262515637,-0.03575226263995235,-0.0035166240409206795,-0.03241792277513933
2009-08-11,-0.022649460100078955,-0.034304712388338876,-0.005825242718446644,-0.02107619730941701,-0.07047955065017264,-0.05473409329418555,0.007699711260827691,-0.016218523260776774
2009-08-12,0.005119913769873419,0.020503597993897227,-0.00917971093750003,-0.002901242831531814,0.0641710724207587,0.054167669040420474,0.01464501751034697,0.0030368763557484524
2009-08-13,0.030563002680965123,0.01655609140961678,-0.0031539050617914732,0.02450229709035212,0.01715371664351739,0.04606863344407519,-0.003137747097583965,0.0421712802768166
2009-08-14,0.002861602497398641,-0.0002772076790323874,-0.00039551511816060536,-0.02840059790732441,0.010246668136886905,-0.022866797108620718,-0.00220333648095683,-0.022203776717161228
2009-08-17,-0.05551232166018161,-0.0335557437949896,-0.009693361028684455,-0.018461538461538418,-0.04521989752225963,-0.027302288190682478,-0.0050473186119873725,-0.04690152801358238
2009-08-18,0.005767646251029879,-0.0014411296857662625,0.00459446258975893,0.028213166144200663,0.018527316995910814,0.02873689947075375,-0.0025364616360177283,0.016477399242930346
2009-08-19,0.0021845985800108547,-0.004473288573531242,0.01342215168131422,-0.01981707317073167,0.02025455533136733,-0.005413599101262823,0.009535918626827788,0.01270536692223434
2009-08-20,0.043596730245231585,0.011305671803118367,0.014421673867418772,0.004354569206842962,0.025633178281993185,0.038536931117882034,0.016687657430730418,0.00995024875621886
2009-08-21,0.03603133159268923,0.008883094322033491,0.020889725338491205,0.020594593135854877,0.0032483240358447407,0.01635217610062889,0.031898420563641894,0.026986506746626615
2009-08-24,0.03326612903225801,0.02912130192464324,0.0012315725933667032,0.007586102536893513,0.06290744984402497,0.06745052147154751,0.006902761104441879,0.048592283628779986
2009-08-25,0.00024390243902439046,0.0006902849750196616,0.008610063197425077,0.010390038020420045,-0.0012934876885475344,0.03091787439613536,0.014903129657227954,-0.013325377883850464
2009-08-26,-0.023165081687393285,0.0013766969797543993,-0.010225163227016942,-0.003576786885245986,0.0059329811869059945,0.060918462980318555,-0.004698972099853149,-0.039911308203991136
2009-08-27,-0.01248127808287569,0.016253215594702608,-0.0035067311953004277,-0.007478313161052186,-0.03475146557733799,-0.01855123674911663,-0.0011802891708468932,-0.003989082511022479
2009-08-28,0.021739130434782705,0.030768601694334707,0.011983998204664337,0.01280892150002133,0.06341346887788624,0.03780378037803778,0.010930576070901088,0.01749578414839803
2009-09-01,-0.0489856506679861,-0.02695481632638963,-0.023496240601503793,-0.04195797203837415,-0.047870228492811084,-0.037294015611448406,-0.014026884862653466,-0.03418272218769425
2009-09-02,-0.016129032258064502,-0.02959460210324394,0.04263719730510118,-0.00559098596958596,-0.06226178564344775,-0.04504504504504503,0.01096621221102545,-0.00815100815100811
2009-09-03,0.02802749867794807,-0.02158463421838608,-0.009600317122851254,0.005778560158273827,0.00291568722240676,0.03566042264150959,-0.012313104661389573,0.014273356401384163
2009-09-04,0.029320987654321007,0.0012788710708759865,0.0008388703326192015,0.022204950310559024,0.02086254807624166,0.01475674193084009,0.00029682398337782523,0.030063965884861377
2009-09-07,0.0029985007496251548,0.022032631809405512,0.005773842170660792,0.010177748932299835,0.0445168781568992,0.017055655296229766,0.010682492581602476,0.020285655143862602
2009-09-08,0.014698555057299556,-0.011126659995081334,0.005555555555555536,-0.01609024360902256,0.005551681680039611,-0.010591350397175625,0.012918379330593144,0.03550415905863269
2009-09-09,0.004664866191996131,0.031505154780570255,0.02034988581952124,0.010392768034102495,-0.00654654275724964,0.015165031222123204,0.01855072463768126,-0.00470219435736674
2009-09-10,-0.0029325513196480912,0.0035454880925320786,-0.01200246213162981,-0.010285869379611068,-0.009700831083453543,-0.019332161687170446,-0.00569151963574277,0.0019685039370078705
2009-09-11,0.007352941176470562,0.005977599067274575,-0.007215951455639691,0.0003056885276910837,-0.0015279451881757833,-0.0035842293906810374,-0.0074413279908414065,0.028880157170923404
2009-09-14,0.005352798053527952,-0.0005380296501507065,-0.0008280651211026724,0.009931245225362817,0.0034324186647778365,-0.010791366906474864,0.003171856978085419,-0.005155623448539259
2009-09-15,0.0014520813165537216,-0.0027034781128008056,0.0009208103130755596,0.01437216338880476,-0.0063566122783629275,0.013636363636363669,0.005748778384593312,0.01650671785028801
2009-09-16,0.026824552924118006,0.02980974705305961,0.007083672493100268,0.04399701715137949,0.042686832077391434,0.00627802690582957,0.004572735067162048,0.028512084592144937
2009-09-17,0.0002353494939986156,-0.004606547018100038,0.01635153447051585,0.024571445714285822,0.00467714904217531,0.005347593582887722,0.013940256045519295,0.006058380760051385
2009-09-18,-0.024941176470588244,-0.012160618097675102,-0.0023368470753948323,0.017847166461006703,0.009023373366425114,-0.0017730496453900457,0.007856341189674598,-0.0007299270072992359
2009-09-21,-0.010617760617760652,-0.009766575422299306,0.003603603603603567,-0.011506882191780865,-0.027737040279310676,-0.05150976909413851,0.0033407572383072903,-0.034331628926223545
2009-09-22,0.004878048780487809,0.0037830658903124093,0.007360818671454217,-0.01150220104774502,0.0009210863839426153,0.0,0.007491675915649365,0.024016641452344833
2009-09-23,0.004611650485436991,-0.00040517780437798745,-0.0147923513723337,-0.0030842731487611408,0.011141520950227246,-0.017790262172284632,-0.015698154778297946,-0.0027700831024930483
2009-09-24,-0.019569944431022,-0.01804687398351379,-0.011758321528762439,-0.010828227056500328,-0.016521147932094915,-0.008579599618684486,0.003357582540570725,-0.020925925925925903
2009-09-25,0.014785608674223738,-0.02070966041684319,0.004576240261605191,0.0011373158554228713,-0.034088185260094384,0.0,-0.001115448968209698,-0.005106865897484436
2009-09-28,0.006313744536182719,0.02240903343995404,0.018586028103193097,0.027122941883732876,0.0029033881785296423,-0.007692307692307665,0.019821328866554966,0.021482889733840382
2009-09-29,-0.013754826254826269,0.011644066866426828,-0.00017884794275491167,0.003456380535706627,0.01011807364947015,0.007751937984496138,-0.012044894607172174,-0.005955704448166732
2009-09-30,-0.024712503058478053,0.0020317744029136886,-0.010556492658157501,-0.013502325932802317,-0.010489575275764995,0.018269230769230704,0.0,-0.000748923422580039
2009-10-01,-0.05368790767686904,-0.018514517260333263,-0.02169981916817365,-0.025139664804469275,-0.04311314637964081,-0.04532577903682722,-0.027431421446383997,-0.03466366872774962
2009-10-02,-0.005037115588547136,-0.01762371998584089,-0.010536066543438083,-0.016475644699140424,-0.04514630770709982,-0.07734917111770512,-0.002849002849002802,-0.0273680124223602
2009-10-05,0.03970157207567282,0.014155866378468218,-0.00018676630345815237,0.004952693372177741,0.002219001125358444,0.04116640704759522,-0.0022857142857143353,0.023348633007383768
2009-10-06,0.07637109174782153,0.022249429319350256,0.028026905201190555,0.01782865280781598,0.01622629748424531,0.02656506145100823,0.030927835051546282,0.06883775351014032
2009-10-07,-0.0011904761904761862,0.0010829745226830223,-0.01744826570450897,0.005696382699577729,-0.008715081082834364,-0.004012036108325012,-0.012499999999999956,-0.0007297938332421205
2009-10-08,0.04028605482717529,0.015259457952437883,0.009064047757190385,0.00835452265611103,-0.01411367904475369,-0.014098690835850913,-0.005625879043600568,0.03724666788387809
2009-10-09,-0.013978001833180542,0.002926027322651681,-0.005499541704857891,0.006600213675614475,-0.003280375171183847,-0.012461707865168425,0.016973125884016893,0.004752684386551742
2009-10-12,0.019986056239832628,-0.01153763607523628,0.017880206451613034,0.0016741239119553164,-0.02541858425068033,-0.004964820086448052,0.023365785813630024,0.01559215136650316
2009-10-13,-0.009341535657325095,-0.033947851445439325,-0.009779108805959336,-0.019359364902507004,-0.02063897346992627,-0.023700611226611157,-0.008969828757814602,-0.017422804899085764
2009-10-14,0.06301747930082802,0.06555743753614607,0.022311653744952142,0.02684281301551983,0.037226724294018965,0.029173726203061356,0.023861766319253963,0.05266853932584259
2009-10-15,-0.041107745564690656,-0.009645854820095168,-0.006082332737030516,-0.02088516735822954,-0.01773551625084724,-0.003517446807799196,-0.01473345834449502,-0.017344896597731863
2009-10-16,-0.007445848375451258,-0.02013782196500158,0.006299496312433206,-0.019635574980571002,0.018499334310885462,-0.024086390895933674,0.010875475802066381,-0.010353021045485411
2009-10-19,0.047510797908615565,0.02632720386960874,0.027007756480390332,0.022910697406339997,-0.011823947865081563,-0.0017021021276595327,0.023668639053254337,0.019207683073229287
2009-10-20,-0.00911458333333337,-0.04790077945581028,-0.00905609873097668,-0.022397553827945837,-0.007068201340783675,-0.0072464277771587815,-0.004466631634261642,-0.007067137809187329
2009-10-21,-0.0030661410424879243,0.003300504217419231,0.007029876977152849,0.012968299711815456,0.0016439738931723902,-0.01610133145817083,0.006598046978094407,0.008303677342823335
2009-10-22,0.003954305799648505,-0.016305744724856575,-0.013961605584642212,-0.018349963015647286,0.03607599376552262,-0.006982286894583023,-0.013633980073413765,-0.013445378151260456
2009-10-23,0.04157549234135671,0.006827030153997216,0.0,0.012317055927560272,0.015081235643564339,0.03449787254012904,0.01222753854332792,0.02231686541737643
2009-10-26,-0.021008403361344574,-0.024487235240559513,0.0037167716814159313,-0.01803603840948309,-0.07160142929905766,-0.05649952565419347,-0.0018382352941176405,-0.00983169471754708
2009-10-27,-0.026609442060085864,-0.03629893213085944,0.048139744587116784,-0.008017492711370311,-0.061557567333711094,-0.08138231207431856,0.017363851617995252,-0.03382699427802083
2009-10-28,-0.03968253968253965,-0.061212783851290586,-0.016823687073067806,-0.013372484937545837,-0.045802210399985555,-0.02953066622807987,-0.011636927851047307,-0.06880334436509317
2009-10-29,0.05601469237832868,0.03448209523639667,0.003593387942776527,0.014447351285766352,0.07499528815468359,0.0952020505050506,-0.028780743066457393,0.042274597830153304
2009-10-30,-0.036956521739130443,-0.024242494404343673,-0.024211444160272877,-0.010864725092869398,0.01197941171709438,-0.031819270505346386,-0.026400862068965525,-0.03338119167264897
2009-11-02,0.032505643340857704,0.024844794188433994,0.021667000279580684,0.02419472719261284,-0.023330071957343268,-0.0795427351208775,0.003043718871057033,0.044559970293353235
2009-11-03,-0.012680367293397499,-0.019850001377297977,-0.007525267504184696,-0.03260869565217395,0.027421014990035353,-0.07037519275549808,-0.0057931034482758825,-0.00959829363668685
