Date,AAL.L,BARC.L,BP.L,HSBA.L,LLOY.L,RBS.L,RDSA.L,RIO.L
2009-07-02,-0.05987456211743333,-0.004317118676948258,-0.018642051555429466,-0.01822195815422905,-0.03504333858350201,-0.038941569264243525,-0.033347320103549336,-0.05868604794138455
2009-07-03,-0.007268530328709717,0.02730556833774088,-0.0035409576234890017,0.01724012204197233,0.02398029958291267,0.02308247732435224,-0.006671138817022535,-0.004432413068066699
2009-07-06,-0.050878716598375326,-0.01441344208383865,-0.026535703257535084,-0.00502239072337389,-0.020953981817536556,-0.02903684490017386,-0.020967964672638343,-0.07213558492651755
2009-07-07,-0.0006142506335638661,0.011039891103540736,0.0023541498298715073,-0.007432031257523515,-0.0015006027803815343,-0.009601370008533177,-0.004109594824919466,0.0183973651397161
2009-07-08,-0.040118197184828334,-0.030874709610170654,-0.006003422910733964,-0.01948442052693533,-0.03531649435321234,-0.04564622764372096,-0.00827020564867228,-0.012842530065437755
2009-07-09,0.05445426702223208,0.0034792619382434022,0.0005374899350037816,0.014098924379501675,-0.006455936096300972,-0.005343829293769515,0.004832594838208937,0.03702688343266954
2009-07-10,0.0021176834415389248,0.0,-0.008092841579453253,-0.01005033585350145,0.0,0.011496007431795128,-0.010384309305716493,-0.03386649102074472
2009-07-13,0.02654099431026527,0.028747704500335827,0.021649127442955347,0.011049836186584935,0.018918370752924463,0.009157793833394646,0.019297635372142675,0.01072326216192347
2009-07-14,0.028432434543548647,0.012070777596411753,0.0046540850116803135,0.020370501910547855,0.019800275539179863,0.019694323305634108,0.0027266547227097087,0.04948364547322973
2009-07-15,0.029314387668775307,0.043379501741535036,0.03239487235111883,0.03878392057611554,0.043566206796430536,0.037740279830686604,0.026865282593971567,0.041227953207157726
2009-07-16,-0.0230411991466979,0.0047776940958200835,0.004485251148263295,0.010490872023531054,0.017608720196251704,-0.005230137527288656,0.00923489412731281,-0.011469659787629295
2009-07-17,0.0269225458546704,-0.005413643608800879,0.00628615259386377,0.015532901397774199,-0.03566655823735508,0.006793875152923775,0.008499560812455583,0.034718329293337846
2009-07-20,-0.010011207083509348,-0.0003216594650226803,0.017036186742819107,0.025363678491854977,0.0646762199652385,0.053244514518812285,0.009718249468921346,0.03601939412382397
2009-07-21,0.040262866744995345,-0.011892021208794507,0.004164559315986894,-0.016231194928582552,0.01968032852983543,-0.016932645340833396,0.008985939797714821,0.02258231893574306
2009-07-22,-0.009440393779087073,-0.031862254250700495,0.00029685679169272577,0.01031032365374429,-0.015642505245354623,-0.002766268518955917,-0.005124931140255239,0.013481395744433645
2009-07-23,0.04917723597608388,0.036861765545815654,0.011213932123498645,0.031006115008856864,0.051868476317333115,0.03744180819295849,0.014030842421643742,0.04021705996436614
2009-07-24,-0.01141683391990567,0.013263790809182158,-0.0004892128720146783,0.002265380399692625,0.02387164785058831,0.01862474983770564,0.0025300456253700356,0.008264509849893431
