Date,Close
2009-01-07,73.682
2009-01-08,76.36
2009-01-09,78.20100000000001
2009-01-12,83.67399999999999
2009-01-13,79.094
2009-01-14,69.7
2009-01-15,61.55
2009-01-16,58.519
2009-01-19,38.655
2009-01-20,26.644000000000002
2009-01-21,26.820999999999998
2009-01-22,29.2
2009-01-23,29.319000000000003
2009-01-26,38.774
2009-01-27,39.903
2009-01-28,60.004
2009-01-29,52.928000000000004
2009-01-30,53.93899999999999
2009-02-02,52.45399999999999
2009-02-03,52.748999999999995
2009-02-04,56.614
2009-02-05,59.825
2009-02-06,62.443000000000005
2009-02-09,59.766999999999996
2009-02-10,56.43600000000001
2009-02-11,51.978
2009-02-12,54.058
2009-02-13,36.514
2009-02-16,33.541
2009-02-17,30.625999999999998
2009-02-18,30.21
2009-02-19,33.779
2009-02-20,33.482
2009-02-23,33.779
2009-02-24,32.053000000000004
2009-02-25,34.135999999999996
2009-02-26,44.602
2009-02-27,34.671
2009-03-02,29.378
2009-03-03,27.059
2009-03-04,28.366
2009-03-05,23.965
2009-03-06,24.976999999999997
2009-03-09,25.988000000000003
2009-03-10,30.21
2009-03-11,26.463
2009-03-12,27.177
2009-03-13,27.831999999999997
2009-03-16,28.07
2009-03-17,28.545
2009-03-18,28.307
2009-03-19,32.352
2009-03-20,32.887
2009-03-23,36.573
2009-03-24,34.493
2009-03-25,36.753
2009-03-26,41.034
2009-03-27,45.257
2009-03-30,38.536
2009-03-31,42.04600000000001
2009-04-01,42.223
2009-04-02,45.494
2009-04-03,47.1
2009-04-06,47.396
2009-04-07,43.353
2009-04-08,42.64
2009-04-09,47.276
2009-04-14,52.273
2009-04-15,50.012
2009-04-16,53.343999999999994
2009-04-17,62.20399999999999
2009-04-20,62.146
2009-04-21,56.496
2009-04-22,59.766999999999996
2009-04-23,57.092
2009-04-24,59.468999999999994
2009-04-27,59.766999999999996
2009-04-28,56.853
2009-04-29,61.55
2009-04-30,66.60600000000001
2009-05-01,65.18
2009-05-05,72.018
2009-05-06,67.318
2009-05-07,57.685
2009-05-08,59.886
2009-05-11,59.052
2009-05-12,52.988
2009-05-13,50.31100000000001
2009-05-14,52.214
2009-05-15,53.047
2009-05-18,58.28
2009-05-19,59.648999999999994
2009-05-20,41.927
2009-05-21,39.666
2009-05-22,40.796
2009-05-26,39.724000000000004
2009-05-27,38.953
2009-05-28,38.655
2009-05-29,40.439
2009-06-01,43.115
