Date;Close
15/06/2009;15,79
16/06/2009;15,78
17/06/2009;15,66
18/06/2009;15,59
19/06/2009;15,91
22/06/2009;15,16
23/06/2009;15,24
24/06/2009;15,18
25/06/2009;15,13
26/06/2009;15,09
29/06/2009;15,36
30/06/2009;15,18
01/07/2009;15,55
02/07/2009;15,04
03/07/2009;14,94
06/07/2009;14,63
07/07/2009;14,57
08/07/2009;14,45
09/07/2009;14,52
10/07/2009;14,37
13/07/2009;14,65
14/07/2009;14,69
15/07/2009;15,09
16/07/2009;15,23
17/07/2009;15,36
20/07/2009;15,51
21/07/2009;15,65
22/07/2009;15,57
23/07/2009;15,79
24/07/2009;15,83
27/07/2009;16,02
28/07/2009;15,8
29/07/2009;15,88
30/07/2009;16
31/07/2009;15,72
03/08/2009;15,84
04/08/2009;15,9
05/08/2009;15,28
06/08/2009;15,45
07/08/2009;15,64
10/08/2009;15,585
11/08/2009;15,705
12/08/2009;15,935
13/08/2009;15,885
14/08/2009;15,85
17/08/2009;15,77
18/08/2009;15,73
19/08/2009;15,88
20/08/2009;16,145
21/08/2009;16,66
24/08/2009;16,775
25/08/2009;17,025
26/08/2009;16,945
27/08/2009;16,925
28/08/2009;17,11
01/09/2009;16,87
02/09/2009;17,055
03/09/2009;16,845
04/09/2009;16,85
07/09/2009;17,03
08/09/2009;17,25
09/09/2009;17,57
10/09/2009;17,47
11/09/2009;17,34
14/09/2009;17,395
15/09/2009;17,495
16/09/2009;17,575
17/09/2009;17,82
18/09/2009;17,96
21/09/2009;18,02
22/09/2009;18,155
23/09/2009;17,87
24/09/2009;17,93
25/09/2009;17,91
28/09/2009;18,265
29/09/2009;18,045
30/09/2009;17,835
01/10/2009;17,55
02/10/2009;17,5
05/10/2009;17,46
06/10/2009;18
07/10/2009;17,775
08/10/2009;17,675
09/10/2009;17,975
12/10/2009;18,395
13/10/2009;18,23
14/10/2009;18,665
15/10/2009;18,39
16/10/2009;18,59
19/10/2009;19,03
20/10/2009;18,945
21/10/2009;19,07
22/10/2009;18,81
23/10/2009;19,04
26/10/2009;19,005
27/10/2009;19,335
28/10/2009;19,11
29/10/2009;18,56
30/10/2009;18,07
02/11/2009;18,125
03/11/2009;18,02
04/11/2009;17,96
05/11/2009;18,21
06/11/2009;18,075
09/11/2009;18,49
10/11/2009;18,55
11/11/2009;18,805
12/11/2009;18,65
13/11/2009;18,565
16/11/2009;18,83
17/11/2009;18,72
18/11/2009;18,765
19/11/2009;18,44
20/11/2009;18,255
23/11/2009;18,695
24/11/2009;18,545
25/11/2009;18,61
26/11/2009;18,155
27/11/2009;18,31
30/11/2009;18,005
01/12/2009;18,375
02/12/2009;18,295
03/12/2009;18,35
04/12/2009;18,535
07/12/2009;18,545
08/12/2009;18,27
09/12/2009;18,32
10/12/2009;18,23
11/12/2009;18,17
14/12/2009;18,33
15/12/2009;18,2
16/12/2009;18,225
17/12/2009;17,99
18/12/2009;17,88
21/12/2009;18,345
22/12/2009;18,685
23/12/2009;18,975
24/12/2009;19,085
29/12/2009;19,085
30/12/2009;18,78
31/12/2009;18,82
04/01/2010;19,31
05/01/2010;19,5
06/01/2010;19,305
07/01/2010;19,265
08/01/2010;19,1
11/01/2010;19,27
12/01/2010;18,96
13/01/2010;18,625
14/01/2010;18,6
15/01/2010;18,48
18/01/2010;18,5
19/01/2010;18,635
20/01/2010;18,39
21/01/2010;18,26
22/01/2010;18,07
25/01/2010;17,88
26/01/2010;17,985
27/01/2010;17,68
28/01/2010;17,315
29/01/2010;17,425
01/02/2010;17,615
02/02/2010;17,815
03/02/2010;17,75
04/02/2010;17,375
05/02/2010;17,225
08/02/2010;17,43
09/02/2010;17,485
10/02/2010;17,2
11/02/2010;17,465
12/02/2010;17,265
15/02/2010;17,275
16/02/2010;17,605
17/02/2010;17,57
18/02/2010;17,775
19/02/2010;17,915
22/02/2010;17,855
23/02/2010;17,68
24/02/2010;17,88
25/02/2010;17,61
26/02/2010;17,9
01/03/2010;18,335
02/03/2010;18,635
03/03/2010;18,71
04/03/2010;18,63
05/03/2010;18,73
08/03/2010;18,85
09/03/2010;18,995
10/03/2010;19,27
11/03/2010;19,215
12/03/2010;19,2
15/03/2010;19,11
16/03/2010;19,365
17/03/2010;19,575
18/03/2010;19,51
19/03/2010;19,45
22/03/2010;19,3
23/03/2010;19,395
24/03/2010;19,35
25/03/2010;19,28
26/03/2010;19,255
29/03/2010;19,12
30/03/2010;19
31/03/2010;19,1
01/04/2010;19,245
06/04/2010;19,465
07/04/2010;19,345
08/04/2010;19,285
09/04/2010;19,65
12/04/2010;19,735
13/04/2010;19,665
14/04/2010;19,95
15/04/2010;19,925
16/04/2010;19,735
19/04/2010;19,85
20/04/2010;20,1
21/04/2010;19,945
22/04/2010;19,695
23/04/2010;19,925
26/04/2010;19,895
27/04/2010;19,975
28/04/2010;20,44
29/04/2010;20,33
30/04/2010;20,475
04/05/2010;19,685
05/05/2010;19,075
06/05/2010;18,675
07/05/2010;18,33
10/05/2010;18,895
11/05/2010;18,845
12/05/2010;18,79
13/05/2010;18,995
14/05/2010;18,535
17/05/2010;18,565
18/05/2010;18,76
19/05/2010;18,285
20/05/2010;18,36
21/05/2010;18,155
24/05/2010;17,885
25/05/2010;17,665
26/05/2010;17,66
27/05/2010;18,155
28/05/2010;18,23
01/06/2010;18,12
02/06/2010;18,135
03/06/2010;18,41
04/06/2010;18,09
07/06/2010;17,885
08/06/2010;17,8
09/06/2010;17,705
10/06/2010;17,615
11/06/2010;17,92
14/06/2010;17,965
15/06/2010;17,98
16/06/2010;18,29
17/06/2010;18,365
18/06/2010;18,34
21/06/2010;18,595
22/06/2010;18,435
23/06/2010;18,065
24/06/2010;17,755
25/06/2010;17,525
28/06/2010;17,69
29/06/2010;17,08
30/06/2010;17,01
01/07/2010;16,24
02/07/2010;16,485
05/07/2010;16,355
06/07/2010;16,705
07/07/2010;16,79
08/07/2010;17,415
09/07/2010;17,6
12/07/2010;17,71
13/07/2010;18,085
14/07/2010;18,215
15/07/2010;18,05
16/07/2010;17,945
19/07/2010;17,995
20/07/2010;17,775
21/07/2010;17,875
22/07/2010;18,3
23/07/2010;18,195
26/07/2010;18,24
27/07/2010;18,215
28/07/2010;17,87
29/07/2010;17,835
30/07/2010;17,545
02/08/2010;18,205
03/08/2010;18,35
04/08/2010;18,2
05/08/2010;18,075
06/08/2010;17,96
09/08/2010;18,225
10/08/2010;18,215
11/08/2010;17,805
12/08/2010;17,815
13/08/2010;17,775
16/08/2010;17,72
17/08/2010;18,035
18/08/2010;17,89
19/08/2010;17,4
20/08/2010;17,245
23/08/2010;17,37
24/08/2010;17,195
25/08/2010;17,03
26/08/2010;17,115
27/08/2010;17,36
31/08/2010;17,33
01/09/2010;17,79
02/09/2010;17,89
03/09/2010;18,135
06/09/2010;18,27
07/09/2010;18,03
08/09/2010;18,145
09/09/2010;18,285
10/09/2010;18,425
13/09/2010;18,635
14/09/2010;18,66
15/09/2010;18,61
16/09/2010;18,805
17/09/2010;18,635
20/09/2010;19,03
21/09/2010;18,95
22/09/2010;18,89
23/09/2010;18,935
24/09/2010;19,07
27/09/2010;19,11
28/09/2010;19,14
29/09/2010;19,105
30/09/2010;19,16
01/10/2010;19,44
04/10/2010;19,165
05/10/2010;19,395
06/10/2010;19,72
07/10/2010;19,71
08/10/2010;19,65
11/10/2010;19,72
12/10/2010;19,59
13/10/2010;19,96
14/10/2010;19,875
15/10/2010;19,795
18/10/2010;20,06
19/10/2010;19,855
20/10/2010;19,895
21/10/2010;19,955
22/10/2010;20,02
25/10/2010;20,04
26/10/2010;19,95
27/10/2010;19,77
28/10/2010;19,87
29/10/2010;20,26
01/11/2010;20,435
02/11/2010;21,005
03/11/2010;20,62
04/11/2010;20,895
05/11/2010;20,84
08/11/2010;20,585
09/11/2010;20,63
10/11/2010;20,36
11/11/2010;20,415
12/11/2010;20,415
15/11/2010;20,49
16/11/2010;20,065
17/11/2010;20,19
18/11/2010;20,42
19/11/2010;20,305
22/11/2010;20,03
23/11/2010;19,615
24/11/2010;19,905
25/11/2010;19,895
26/11/2010;19,895
29/11/2010;19,455
30/11/2010;19,36
01/12/2010;19,89
02/12/2010;20,19
03/12/2010;20,175
06/12/2010;20,23
07/12/2010;20,395
08/12/2010;20,35
09/12/2010;20,305
10/12/2010;20,51
13/12/2010;20,665
14/12/2010;20,895
15/12/2010;20,82
16/12/2010;20,685
17/12/2010;20,71
20/12/2010;20,695
21/12/2010;21,035
22/12/2010;21,185
23/12/2010;21,26
24/12/2010;21,225
29/12/2010;21,51
30/12/2010;21,54
31/12/2010;21,385
04/01/2011;21,62
05/01/2011;21,47
06/01/2011;21,15
07/01/2011;21,09
10/01/2011;21,33
11/01/2011;21,335
12/01/2011;21,4
13/01/2011;21,305
14/01/2011;21,185
17/01/2011;21,045
18/01/2011;21,375
19/01/2011;21,385
20/01/2011;21,15
21/01/2011;21,425
24/01/2011;21,725
25/01/2011;21,655
26/01/2011;21,85
27/01/2011;22,13
28/01/2011;22,025
31/01/2011;21,985
01/02/2011;22,65
02/02/2011;22,675
03/02/2011;22
04/02/2011;21,55
07/02/2011;21,71
08/02/2011;21,81
09/02/2011;21,44
10/02/2011;21,405
11/02/2011;21,295
14/02/2011;21,1
15/02/2011;21,185
16/02/2011;21,465
17/02/2011;21,735
18/02/2011;21,89
21/02/2011;21,735
22/02/2011;21,925
23/02/2011;21,8
24/02/2011;22,075
25/02/2011;22,13
28/02/2011;22,115
01/03/2011;21,87
02/03/2011;21,695
03/03/2011;22,15
04/03/2011;22,25
07/03/2011;22,19
08/03/2011;21,975
09/03/2011;21,65
10/03/2011;21,365
11/03/2011;21,27
14/03/2011;21,2
15/03/2011;21,01
16/03/2011;20,81
17/03/2011;21,31
18/03/2011;21,46
21/03/2011;21,73
22/03/2011;21,8
23/03/2011;22,005
24/03/2011;22,35
25/03/2011;22,58
28/03/2011;22,38
29/03/2011;22,51
30/03/2011;22,475
31/03/2011;22,64
01/04/2011;22,85
04/04/2011;22,87
05/04/2011;22,645
06/04/2011;22,8
07/04/2011;22,6
08/04/2011;22,985
11/04/2011;22,885
12/04/2011;22,295
13/04/2011;22,465
14/04/2011;22,26
15/04/2011;22,355
18/04/2011;21,79
19/04/2011;21,87
20/04/2011;22,6
21/04/2011;22,64
26/04/2011;22,905
27/04/2011;23,085
28/04/2011;23,225
03/05/2011;23,265
04/05/2011;22,76
05/05/2011;22,355
06/05/2011;22,24
09/05/2011;21,97
10/05/2011;22,49
11/05/2011;22,05
12/05/2011;21,72
13/05/2011;21,5
16/05/2011;21,415
17/05/2011;21,13
18/05/2011;21,63
19/05/2011;21,655
20/05/2011;21,45
23/05/2011;20,95
24/05/2011;21,19
25/05/2011;21,18
26/05/2011;21,285
27/05/2011;21,34
31/05/2011;21,92
01/06/2011;21,585
02/06/2011;21,22
03/06/2011;21,335
06/06/2011;21,38
07/06/2011;21,235
08/06/2011;21,245
09/06/2011;21,47
10/06/2011;21,21
13/06/2011;21,255
14/06/2011;21,435
15/06/2011;21,215
16/06/2011;21,05
17/06/2011;21,225
20/06/2011;21,145
21/06/2011;21,585
22/06/2011;21,6
23/06/2011;21,125
24/06/2011;21,075
27/06/2011;21,255
28/06/2011;21,44
29/06/2011;21,73
30/06/2011;22,18
01/07/2011;22,23
04/07/2011;22,455
05/07/2011;22,435
06/07/2011;22,495
07/07/2011;22,9
08/07/2011;22,57
11/07/2011;22,455
12/07/2011;22,09
13/07/2011;22,31
14/07/2011;22,125
15/07/2011;22,32
18/07/2011;22,155
19/07/2011;22,3
20/07/2011;22,35
21/07/2011;22,7
22/07/2011;22,75
25/07/2011;22,82
26/07/2011;22,985
27/07/2011;22,65
28/07/2011;22,665
29/07/2011;22,345
01/08/2011;22,19
02/08/2011;22,16
03/08/2011;21,125
04/08/2011;20,03
05/08/2011;19,25
08/08/2011;18,9
09/08/2011;19,39
10/08/2011;19,01
11/08/2011;19,505
12/08/2011;20,08
15/08/2011;20,155
16/08/2011;20,055
17/08/2011;19,93
18/08/2011;19,29
19/08/2011;18,835
22/08/2011;19,19
23/08/2011;19,535
24/08/2011;19,72
25/08/2011;19,435
26/08/2011;19,55
30/08/2011;20,05
31/08/2011;20,65
01/09/2011;20,75
02/09/2011;20,365
05/09/2011;19,48
06/09/2011;19,78
07/09/2011;20,475
08/09/2011;20,6
09/09/2011;20,175
12/09/2011;19,9
13/09/2011;20,15
14/09/2011;20,33
15/09/2011;21
16/09/2011;20,93
19/09/2011;20,575
20/09/2011;21,115
21/09/2011;20,69
22/09/2011;19,985
23/09/2011;19,885
26/09/2011;19,595
27/09/2011;20,36
28/09/2011;19,995
29/09/2011;20,095
30/09/2011;20
03/10/2011;19,66
04/10/2011;19,285
05/10/2011;20,005
06/10/2011;20,56
07/10/2011;20,69
10/10/2011;21,2
11/10/2011;21,205
12/10/2011;21,29
13/10/2011;21,39
14/10/2011;21,855
17/10/2011;21,92
18/10/2011;21,87
19/10/2011;22,22
20/10/2011;22,145
21/10/2011;22,495
24/10/2011;22,425
25/10/2011;22,31
26/10/2011;22,53
27/10/2011;22,8
28/10/2011;22,5
31/10/2011;22,06
01/11/2011;21,785
02/11/2011;21,65
03/11/2011;21,78
04/11/2011;21,69
07/11/2011;21,735
08/11/2011;22,025
09/11/2011;21,71
10/11/2011;21,725
11/11/2011;22,06
14/11/2011;22,22
15/11/2011;22,1
16/11/2011;22,32
17/11/2011;22,23
18/11/2011;22,01
21/11/2011;21,53
22/11/2011;21,275
23/11/2011;21,055
24/11/2011;20,7
25/11/2011;21,01
28/11/2011;21,395
29/11/2011;21,41
30/11/2011;22,24
01/12/2011;22,065
02/12/2011;22,39
05/12/2011;22,56
06/12/2011;22,695
07/12/2011;22,7
08/12/2011;22,5
09/12/2011;22,935
12/12/2011;22,615
13/12/2011;23,085
14/12/2011;22,57
15/12/2011;22,64
16/12/2011;22,755
19/12/2011;22,595
20/12/2011;22,78
21/12/2011;22,88
22/12/2011;23,19
23/12/2011;23,27
28/12/2011;23,32
29/12/2011;23,77
30/12/2011;23,71
03/01/2012;23,8
04/01/2012;23,7
05/01/2012;23,5
06/01/2012;23,85
